Date;deficitOnTopLayers (g/m²/d);minTair (°C);maxTair (°C);solarRadiation (MJ/m²/d);extraSolarRadiation (MJ/m²/d);vaporPressure (hPa);tau (plant cover factor dimensionless);hslope (hPa/°C);plantHeight (mm);wind (m/d);VPDair (hPa);isWindVpDefined;Wc_3cm (g/m²/d);Ntip
10/13/1991 12:00:00 AM;34775.8772133618;7.1;18.6;11.9;32.815136943217;9.2;0.105609229086371;1.03208381455307;11.365720117082;330000;6.55955781296834;1;0.640283866417807;0
10/14/1991 12:00:00 AM;34857.5100346974;-0.1;16.3;21;33.0591989618652;8.1;0.0967650291599696;0.836933927550785;12.0243658922024;270000;4.19895850670187;1;0.597233778536952;0
10/15/1991 12:00:00 AM;34937.6720177464;5.3;23.8;13.5;33.2992110377336;7;0.0898554057818478;1.24016594042244;12.5306283338482;685000;12.1951608685272;1;0.554982817291446;0
10/16/1991 12:00:00 AM;35009.0194431051;15.9;25.9;19;33.5350472917032;9;0.0867888255130488;1.58232418654593;13.8960184056069;632000;16.7416267209034;1;0.51739987491804;0
10/17/1991 12:00:00 AM;35072.8704303264;16.1;24.1;8.9;33.7665862263858;10.9;0.0831763255377862;1.49428873626423;16.2544898872782;487000;13.2590389438483;1;0.483784722021816;0
10/18/1991 12:00:00 AM;35129.954470883;9.4;15.5;20.8;33.9937110045923;11.4;0.0789734077128042;0.96593715540416;18.6712903774049;320000;3.30238907745405;1;0.453748392871882;0
10/19/1991 12:00:00 AM;35186.3320226771;4.1;18.6;16.6;34.2163097285964;9.3;0.0753132094603272;0.981686778339638;19.6846767315618;247000;5.51077945217219;1;0.424099171991291;0
10/20/1991 12:00:00 AM;35237.0079285746;3.7;13.4;13.3;34.4342757194305;7.9;0.0726878725770201;0.791114678908311;20.4801114701554;267000;3.76830879589854;1;0.397463111095266;0
10/21/1991 12:00:00 AM;35282.5420998688;5;16;22.6;34.647507795377;8;0.0712552856755317;0.897817593217644;20.9887023015267;439000;5.45298820417631;1;0.373542278247137;0
10/22/1991 12:00:00 AM;35327.7121945491;4.7;23.7;21.5;34.8559105487487;8.8;0.0693488355708889;1.22605814014873;21.5924340423691;326000;10.1240937030802;1;0.349824740030314;0
10/23/1991 12:00:00 AM;35368.480343043;8.6;23;22.8;35.0593946199759;7.5;0.066503133779952;1.25603288603601;22.4873946672678;400000;12.1342061558421;1;0.328430071081406;0
10/24/1991 12:00:00 AM;35405.4271114641;7.8;14.3;18.1;35.2578769679429;13.4;0.0636427718648733;0.893061241286053;23.3795609578751;316000;0.0411867778298554;1;0.309050894485454;0
10/25/1991 12:00:00 AM;35438.8871138847;5.4;15.4;25.8;35.4512811354399;10.9;0.0587264815332358;0.883893177301087;24.4324926743168;351000;2.33365598397501;1;0.291509393531194;0
10/26/1991 12:00:00 AM;35472.4305338624;6.1;14.8;12.9;35.6395375085195;8.8;0.0568381364245654;0.876320371361636;26.0983965589129;378000;4.32557324651059;1;0.27393266264668;0
10/27/1991 12:00:00 AM;35502.9006352223;10.4;19.4;16.3;35.8225835684714;9.7;0.0556027432674832;1.1320503316145;27.2764468410017;457000;7.8704929756679;1;0.257974607503498;0
10/28/1991 12:00:00 AM;35530.677194667;12.1;21.5;11.2;36.0003641350523;10.6;0.0539251810141599;1.2618486789238;28.159478787674;326000;9.2812942656965;1;0.243434517331818;0
10/29/1991 12:00:00 AM;35556.0814716281;6.4;13.6;16.9;36.1728315995358;9.5;0.0522050886510609;0.843927116603623;29.218175934698;110000;3.09450839653284;1;0.230142685822023;0
10/30/1991 12:00:00 AM;35581.7003409295;-1.1;16.5;26.9;36.3399461460769;7.9;0.0505532893835507;0.833177249240445;30.1808869665061;322000;4.30387125077055;1;0.216744883614238;0
10/31/1991 12:00:00 AM;35605.0761591015;4.6;15.2;25.6;36.5016759598178;9;0.0495804740613295;0.863648676378923;30.716060884716;664000;3.87840535197048;1;0.20452629710687;0
11/1/1991 12:00:00 AM;35626.4726918155;9.8;23.8;22.9;36.6579974201022;10.7;0.048636359300026;1.32012207099757;31.2711305319134;403000;10.0994316581032;1;0.193347766699878;0
11/2/1991 12:00:00 AM;35646.1150862505;10.5;10.9;4.5;36.8088952771073;10.9;0.0479770563581412;0.857435953648653;32.338111161564;490000;1.96865321942576;1;0.183090560972938;0
11/3/1991 12:00:00 AM;35665.9965159841;6.6;8.9;11.2;36.9543628101578;11;0.0468329436565391;0.721676797826939;32.9966144630396;333000;0;1;0.172713333514904;0
11/4/1991 12:00:00 AM;35684.2006622935;5.6;12;21.4;37.0944019659432;9.4;0.0476987284210917;0.782210636609872;33.5464780593816;200000;2.16045667899234;1;0.163216301824692;0
11/5/1991 12:00:00 AM;35700.9855209984;0.2;12.8;16.8;37.2290234748333;9.4;0.04867646847028;0.723248414779604;34.2583362905659;202000;1.09017996753846;1;0.154463940845143;0
11/6/1991 12:00:00 AM;35716.4342020744;5.2;15.5;25.5;37.3582469434663;9.2;0.0495832949831781;0.883867966581064;34.8087293649555;168000;4.02793660601005;1;0.146412126874293;0
11/7/1991 12:00:00 AM;35730.6394932277;8.9;15.1;16.8;37.4821009217806;10.4;0.0521980682874966;0.941802024774891;36.6884615201806;100000;3.88342052775783;1;0.13901176996664;0
